x	0	0
x	1	1
x	2	2
x	3	3
x	4	4
x	5	5
h	5	5
rz	0.098174770424681	4
h	5	5
cx	4	5
rz	-0.098174770424681	5
cx	4	5
cx	4	3
rz	-0.098174770424681	3
rz	0.098174770424681	5
cx	3	5
rz	0.098174770424681	5
cx	3	5
cx	4	3
rz	0.098174770424681	3
rz	-0.098174770424681	5
cx	3	5
rz	-0.098174770424681	5
cx	3	5
cx	3	2
rz	-0.098174770424681	2
rz	0.098174770424681	5
cx	2	5
rz	0.098174770424681	5
cx	2	5
cx	4	2
rz	0.098174770424681	2
rz	-0.098174770424681	5
cx	2	5
rz	-0.098174770424681	5
cx	2	5
cx	3	2
rz	-0.098174770424681	2
rz	0.098174770424681	5
cx	2	5
rz	0.098174770424681	5
cx	2	5
cx	4	2
rz	0.098174770424681	2
rz	-0.098174770424681	5
cx	2	5
rz	-0.098174770424681	5
cx	2	5
cx	2	1
rz	-0.098174770424681	1
rz	0.098174770424681	5
cx	1	5
rz	0.098174770424681	5
cx	1	5
cx	4	1
rz	0.098174770424681	1
rz	-0.098174770424681	5
cx	1	5
rz	-0.098174770424681	5
cx	1	5
cx	3	1
rz	-0.098174770424681	1
rz	0.098174770424681	5
cx	1	5
rz	0.098174770424681	5
cx	1	5
cx	4	1
rz	0.098174770424681	1
rz	-0.098174770424681	5
cx	1	5
rz	-0.098174770424681	5
cx	1	5
cx	2	1
rz	-0.098174770424681	1
rz	0.098174770424681	5
cx	1	5
rz	0.098174770424681	5
cx	1	5
cx	4	1
rz	0.098174770424681	1
rz	-0.098174770424681	5
cx	1	5
rz	-0.098174770424681	5
cx	1	5
cx	3	1
rz	-0.098174770424681	1
rz	0.098174770424681	5
cx	1	5
rz	0.098174770424681	5
cx	1	5
cx	4	1
rz	0.098174770424681	1
rz	-0.098174770424681	5
cx	1	5
rz	-0.098174770424681	5
cx	1	5
cx	1	0
rz	-0.098174770424681	0
rz	0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
cx	0	5
cx	4	0
rz	0.098174770424681	0
rz	-0.098174770424681	5
cx	0	5
rz	-0.098174770424681	5
cx	0	5
cx	3	0
rz	-0.098174770424681	0
rz	0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
cx	0	5
cx	4	0
rz	0.098174770424681	0
rz	-0.098174770424681	5
cx	0	5
rz	-0.098174770424681	5
cx	0	5
cx	2	0
rz	-0.098174770424681	0
rz	0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
cx	0	5
cx	4	0
rz	0.098174770424681	0
rz	-0.098174770424681	5
cx	0	5
rz	-0.098174770424681	5
cx	0	5
cx	3	0
rz	-0.098174770424681	0
rz	0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
cx	0	5
cx	4	0
rz	0.098174770424681	0
rz	-0.098174770424681	5
cx	0	5
rz	-0.098174770424681	5
cx	0	5
cx	1	0
rz	-0.098174770424681	0
rz	0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
cx	0	5
cx	4	0
rz	0.098174770424681	0
rz	-0.098174770424681	5
cx	0	5
rz	-0.098174770424681	5
cx	0	5
cx	3	0
rz	-0.098174770424681	0
rz	0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
cx	0	5
cx	4	0
rz	0.098174770424681	0
rz	-0.098174770424681	5
cx	0	5
rz	-0.098174770424681	5
cx	0	5
cx	2	0
rz	-0.098174770424681	0
rz	0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
cx	0	5
cx	4	0
rz	0.098174770424681	0
rz	-0.098174770424681	5
cx	0	5
rz	-0.098174770424681	5
cx	0	5
cx	3	0
rz	-0.098174770424681	0
rz	0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
cx	0	5
cx	4	0
rz	0.098174770424681	0
rz	-0.098174770424681	5
cx	0	5
rz	-0.098174770424681	5
cx	0	5
rz	0.098174770424681	5
h	5	5
h	5	5
x	0	0
x	1	1
x	2	2
x	3	3
x	4	4
x	5	5
h	0	0
h	1	1
h	2	2
h	3	3
h	4	4
x	0	0
x	1	1
x	2	2
x	3	3
x	4	4
z	5	5
rz	0.098174770424681	4
h	5	5
cx	4	5
rz	-0.098174770424681	5
cx	4	5
cx	4	3
rz	-0.098174770424681	3
rz	0.098174770424681	5
cx	3	5
rz	0.098174770424681	5
cx	3	5
cx	4	3
rz	0.098174770424681	3
rz	-0.098174770424681	5
cx	3	5
rz	-0.098174770424681	5
cx	3	5
cx	3	2
rz	-0.098174770424681	2
rz	0.098174770424681	5
cx	2	5
rz	0.098174770424681	5
cx	2	5
cx	4	2
rz	0.098174770424681	2
rz	-0.098174770424681	5
cx	2	5
rz	-0.098174770424681	5
cx	2	5
cx	3	2
rz	-0.098174770424681	2
rz	0.098174770424681	5
cx	2	5
rz	0.098174770424681	5
cx	2	5
cx	4	2
rz	0.098174770424681	2
rz	-0.098174770424681	5
cx	2	5
rz	-0.098174770424681	5
cx	2	5
cx	2	1
rz	-0.098174770424681	1
rz	0.098174770424681	5
cx	1	5
rz	0.098174770424681	5
cx	1	5
cx	4	1
rz	0.098174770424681	1
rz	-0.098174770424681	5
cx	1	5
rz	-0.098174770424681	5
cx	1	5
cx	3	1
rz	-0.098174770424681	1
rz	0.098174770424681	5
cx	1	5
rz	0.098174770424681	5
cx	1	5
cx	4	1
rz	0.098174770424681	1
rz	-0.098174770424681	5
cx	1	5
rz	-0.098174770424681	5
cx	1	5
cx	2	1
rz	-0.098174770424681	1
rz	0.098174770424681	5
cx	1	5
rz	0.098174770424681	5
cx	1	5
cx	4	1
rz	0.098174770424681	1
rz	-0.098174770424681	5
cx	1	5
rz	-0.098174770424681	5
cx	1	5
cx	3	1
rz	-0.098174770424681	1
rz	0.098174770424681	5
cx	1	5
rz	0.098174770424681	5
cx	1	5
cx	4	1
rz	0.098174770424681	1
